UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2014,10,4116942,2100262,2016680,1549818,1477875,305181,296821,32692,32045,106274,106409,5892,5644,100405,97886,1641676,1567408,356672,347640,54927,53751,143712,142400,13317,12843,1596740,1529817,1113223,1056143,279796,272251,17882,17325,100871,101306,4081,3907,80887,78885,1187545,1128540,322148,314105,32733,31941,132358,131569,9626,9230,503522,486863,436595,421732,25385,24570,14810,14720,5403,5103,1811,1737,19518,19001,454131,438868,34524,33535,22194,21810,11354,10831,3691,3613
R,7,2014,11,4087402,2084169,2003233,1541092,1471244,303381,295662,32396,31418,105842,105936,5835,5613,95623,93360,1628303,1556556,352215,343404,54248,52890,141229,140354,13105,12441,1590563,1524372,1112573,1055442,278511,271899,17627,17022,100603,100846,4031,3915,77218,75248,1183278,1124500,318791,311222,32320,31491,130430,129759,9462,9075,493606,478861,428519,415802,24870,23763,14769,14396,5239,5090,1804,1698,18405,18112,445025,432056,33424,32182,21928,21399,10799,10595,3643,3366
R,7,2014,12,4070682,2075836,1994846,1535709,1466135,308793,300635,32293,31134,101562,100975,5656,5478,91823,90489,1619451,1548444,355588,347345,53867,52711,135166,133525,12590,12251,1588710,1523038,1112104,1056043,284352,276912,17804,17157,96535,96146,3947,3807,73968,72973,1179825,1122738,322982,315456,32260,31743,124711,123452,9189,8918,487126,471808,423605,410092,24441,23723,14489,13977,5027,4829,1709,1671,17855,17516,439626,425706,32606,31889,21607,20968,10455,10073,3401,3333
R,7,2014,13,4171030,2128914,2042116,1572654,1500542,320231,310941,32490,31624,105480,103919,5677,5644,92382,89446,1656652,1581973,367166,356747,54700,53064,139225,136183,12711,12490,1638333,1567765,1145563,1087477,295655,287395,18220,17626,100493,99175,4016,3907,74386,72185,1213368,1153439,334284,325280,33343,32230,128880,126331,9296,9068,490581,474351,427091,413065,24576,23546,14270,13998,4987,4744,1661,1737,17996,17261,443284,428534,32882,31467,21357,20834,10345,9852,3415,3422
R,7,2014,14,4233839,2164924,2068915,1600783,1520993,330454,319487,33481,32137,103541,102089,5905,5583,90760,88626,1683424,1601290,376426,365185,56156,54146,135947,133466,12788,12340,1673021,1596081,1172116,1109392,305893,295767,18963,18066,98562,97338,4185,3969,73302,71549,1239067,1174430,343857,333511,34456,33213,125920,123671,9415,9071,491903,472834,428667,411601,24561,23720,14518,14071,4979,4751,1720,1614,17458,17077,444357,426860,32569,31674,21700,20933,10027,9795,3373,3269
R,7,2014,15,4164796,2129062,2035734,1580596,1503621,322555,312140,32373,31461,99620,97720,5789,5356,88129,85436,1660653,1581054,366848,355757,54652,53361,131070,127695,12824,11930,1653398,1577125,1165981,1104197,298701,289201,18496,17857,94707,92975,4090,3821,71423,69074,1231093,1166983,335454,325454,34016,33116,121172,118009,9448,8824,475664,458609,414615,399424,23854,22939,13877,13604,4913,4745,1699,1535,16706,16362,429560,414071,31394,30303,20636,20245,9898,9686,3376,3106
R,7,2014,16,4168559,2131425,2037134,1581632,1502702,324763,314341,32385,31548,101816,100170,5752,5372,85077,83001,1658687,1578001,367245,356269,54452,53147,131882,129153,12378,11692,1659574,1585151,1169593,1108502,301410,291921,18442,18094,97054,95439,4148,3824,68927,67371,1232215,1169834,336730,326782,33808,33304,122344,119818,9237,8652,471851,451983,412039,394200,23353,22420,13943,13454,4762,4731,1604,1548,16150,15630,426472,408167,30515,29487,20644,19843,9538,9335,3141,3040
R,7,2014,17,4186513,2139361,2047152,1589236,1511397,324593,315136,32284,31099,105081,103165,5658,5295,82509,81060,1663969,1584596,365035,355518,54367,52960,134490,131533,12172,11691,1667734,1598218,1177292,1119471,301353,293195,18311,17768,100304,98524,4048,3798,66426,65462,1237684,1178696,334616,326607,33648,33102,125011,122364,9013,8691,471627,448934,411944,391926,23240,21941,13973,13331,4777,4641,1610,1497,16083,15598,426285,405900,30419,28911,20719,19858,9479,9169,3159,3000
R,7,2014,18,4227920,2165744,2062176,1610994,1522990,325511,316862,32454,30879,109838,107203,5805,5499,81142,78743,1684369,1594059,364570,355445,54727,52703,138992,135098,12261,11850,1692367,1613690,1196660,1130796,302558,295140,18495,17674,105142,102547,4156,3923,65356,63610,1255928,1188368,334709,326959,33973,33013,129731,126030,9136,8875,473377,448486,414334,392194,22953,21722,13959,13205,4696,4656,1649,1576,15786,15133,428441,405691,29861,28486,20754,19690,9261,9068,3125,2975
R,7,2014,19,4329038,2221910,2107128,1645322,1550242,344321,332401,33209,31597,113441,109792,5906,5769,79711,77327,1716884,1619489,382118,370161,55808,53557,142183,137097,12617,12207,1739490,1653576,1222834,1153544,320633,310105,19072,18153,108520,105187,4221,4119,64210,62468,1280542,1209618,351615,341157,34998,33810,132902,128177,9405,9142,482420,453552,422488,396698,23688,22296,14137,13444,4921,4605,1685,1650,15501,14859,436342,409871,30503,29004,20810,19747,9281,8920,3212,3065
R,7,2014,20,4421330,2271216,2150114,1674067,1573587,361493,348763,34046,32508,118109,113022,6055,5976,77446,76258,1743248,1641595,397331,385205,56810,55048,146319,139975,12816,12496,1781744,1693216,1244551,1173870,337486,326141,19801,18899,113374,108356,4391,4344,62141,61606,1300101,1228890,366727,356148,35877,35068,137197,131078,9641,9403,489472,456898,429516,399717,24007,22622,14245,13609,4735,4666,1664,1632,15305,14652,443147,412705,30604,29057,20933,19980,9122,8897,3175,3093
R,7,2014,21,4492373,2312917,2179456,1700237,1592201,373995,357730,35424,33232,122394,116857,6348,6045,74519,73391,1766562,1657421,407677,391959,58057,55786,149750,142994,12932,12458,1817945,1723028,1266021,1192608,349364,335096,20532,19623,117649,112168,4564,4401,59815,59132,1319316,1245226,376720,363004,36517,35790,140953,134337,9753,9411,494972,456428,434216,399593,24631,22634,14892,13609,4745,4689,1784,1644,14704,14259,447246,412195,30957,28955,21540,19996,8797,8657,3179,3047
R,7,2014,22,4615729,2370459,2245270,1743133,1639015,380208,367649,36962,34030,130755,125283,6733,6261,72668,73032,1807359,1703456,411747,400705,59840,56514,157934,152297,13428,12935,1866826,1781718,1301709,1234205,355134,343630,21409,20267,125799,120398,4796,4562,57979,58656,1352942,1286043,380378,370351,37617,36382,148923,143294,10071,9710,503633,463552,441424,404810,25074,24019,15553,13763,4956,4885,1937,1699,14689,14376,454417,417413,31369,30354,22223,20132,9011,9003,3357,3225
R,7,2014,23,4702156,2402294,2299862,1766533,1676089,381319,375015,37072,33662,140934,137131,7434,6709,69002,71256,1826709,1738318,410451,407107,58854,55522,167866,164282,14339,13580,1902771,1841998,1330436,1278097,355405,350104,21256,20080,135619,131856,5407,4925,54648,56936,1377972,1327773,378442,375829,36533,35592,158529,154837,10836,10372,499523,457864,436097,397992,25914,24911,15816,13582,5315,5275,2027,1784,14354,14320,448737,410545,32009,31278,22321,19930,9337,9445,3503,3208
R,7,2014,24,4695411,2393037,2302374,1766936,1679285,372384,371633,36346,32845,145383,144305,7712,6965,64276,67341,1823062,1738162,398831,401255,56755,53901,170890,169985,14161,13428,1898084,1853154,1334233,1288779,346996,346718,20510,19685,140062,139217,5544,5156,50739,53599,1378428,1335549,367723,370202,34811,34537,161750,161101,10595,10266,494953,449220,432703,390506,25388,24915,15836,13160,5321,5088,2168,1809,13537,13742,444634,402613,31108,31053,21944,19364,9140,8884,3566,3162
R,7,2014,25,4511370,2296875,2214495,1703891,1615614,345963,349728,34647,30972,145679,149010,7409,6634,59286,62537,1755604,1670113,369856,376682,53918,50478,169097,173455,13416,12777,1825263,1789967,1291398,1246203,322023,326143,19328,18503,140690,144035,5394,4958,46430,50125,1331815,1289764,340404,347648,32624,32406,160631,165008,10175,9847,471612,424528,412493,369411,23940,23585,15319,12469,4989,4975,2015,1676,12856,12412,423789,380349,29452,29034,21294,18072,8466,8447,3241,2930
R,7,2014,26,4408043,2240881,2167162,1678223,1593760,323055,329222,33861,30289,142419,147971,7394,6530,55929,59390,1726825,1645553,344991,354511,52056,48916,164990,171362,13255,12424,1770483,1747844,1265507,1228411,300165,306326,18506,17794,137692,143273,5285,4872,43328,47168,1303037,1269514,316792,326101,30796,30911,156880,163285,9872,9596,470398,419318,412716,365349,22890,22896,15355,12495,4727,4698,2109,1658,12601,12222,423788,376039,28199,28410,21260,18005,8110,8077,3383,2828
R,7,2014,27,4334806,2201518,2133288,1660522,1574309,308194,317986,32754,29296,140223,147860,7240,6427,52585,57410,1706251,1624381,328734,342135,50272,47824,161325,170381,12697,12044,1738219,1718585,1252892,1212560,286355,295684,17834,17138,135516,143289,5115,4724,40507,45190,1287938,1251867,301733,314368,29657,30056,153468,162566,9444,9184,463299,414703,407630,361749,21839,22302,14920,12158,4707,4571,2125,1703,12078,12220,418313,372514,27001,27767,20615,17768,7857,7815,3253,2860
R,7,2014,28,4355240,2208749,2146491,1674204,1590309,301064,314229,32525,29344,142076,151238,7381,6551,51499,54820,1718905,1637802,320598,336897,49956,47484,162783,172772,12923,12130,1739657,1729850,1261228,1226147,279100,291971,17121,16917,137447,146762,5193,4938,39568,43115,1295435,1263377,293580,309458,28876,29732,155023,165107,9578,9399,469092,416641,412976,364162,21964,22258,15404,12427,4629,4476,2188,1613,11931,11705,423470,374425,27018,27439,21080,17752,7760,7665,3345,2731
R,7,2014,29,4391788,2219872,2171916,1688177,1610837,298434,314478,32106,29333,144129,156575,7261,6551,49765,54142,1731367,1657842,316902,336108,49261,47552,164262,178191,12663,12109,1747527,1750600,1271689,1242193,276720,292150,16817,16880,139552,152128,5051,4924,37698,42325,1304187,1278795,290129,308511,28203,29672,156575,170628,9290,9359,472345,421316,416488,368644,21714,22328,15289,12453,4577,4447,2210,1627,12067,11817,427180,379047,26773,27597,21058,17880,7687,7563,3373,2750
R,7,2014,30,4255334,2142240,2113094,1630009,1566303,282903,302950,31339,28603,143374,156778,6911,6351,47704,52109,1671253,1611410,300441,323209,48025,46536,162789,177862,12148,11866,1686200,1699759,1227981,1204169,262027,281525,16314,16350,138817,152500,4899,4696,36162,40519,1259050,1239111,274721,296704,27442,28904,155249,170415,9027,9087,456040,413335,402028,362134,20876,21425,15025,12253,4557,4278,2012,1655,11542,11590,412203,372299,25720,26505,20583,17632,7540,7447,3121,2779
R,7,2014,31,4323217,2171839,2151378,1656281,1595634,285263,308007,31825,29101,143371,159829,6967,6491,48132,52316,1697968,1640776,302815,328242,48742,47444,162856,180813,12245,12055,1707902,1728367,1246826,1225509,264290,285509,16445,16564,138853,155403,4949,4818,36539,40564,1278236,1260341,276909,300616,27851,29352,155335,173277,9122,9239,463937,423011,409455,370125,20973,22498,15380,12537,4518,4426,2018,1673,11593,11752,419732,380435,25906,27626,20891,18092,7521,7536,3123,2816
R,7,2014,32,4323951,2167557,2156394,1655766,1600116,283704,309033,31147,28460,143221,161239,7023,6404,46696,51142,1696140,1644151,300603,329039,48005,46695,161874,181430,12240,11843,1703488,1729174,1246047,1225349,262652,286844,16095,15898,138658,156677,4969,4681,35067,39725,1276120,1259390,274707,301842,27336,28717,154266,173833,9074,9028,464069,427220,409719,374767,21052,22189,15052,12562,4563,4562,2054,1723,11629,11417,420020,384761,25896,27197,20669,17978,7608,7597,3166,2815
R,7,2014,33,4278664,2141552,2137112,1641177,1588344,280311,307559,30273,28459,137011,156667,6801,6009,45979,50074,1680744,1631561,297014,327289,46985,46349,155354,176144,11926,11323,1684502,1713941,1237096,1217155,259977,285477,15487,16068,132438,152221,4792,4380,34712,38640,1266749,1250299,271926,300087,26726,28572,147917,168793,8830,8663,457050,423171,404081,371189,20334,22082,14786,12391,4573,4446,2009,1629,11267,11434,413995,381262,25088,27202,20259,17777,7437,7351,3096,2660
R,7,2014,34,4364748,2192877,2171871,1675426,1608199,292942,319218,31282,28827,140514,159435,6982,6280,45731,49912,1714853,1651169,309462,338805,48390,46916,158489,178824,12137,11655,1717880,1739569,1255654,1228434,271751,296873,15904,16212,135794,154971,4818,4646,33959,38433,1284674,1261272,283340,311342,27280,28926,150707,171376,8887,8947,474997,432302,419772,379765,21191,22345,15378,12615,4720,4464,2164,1634,11772,11479,430179,389897,26122,27463,21110,17990,7782,7448,3250,2708
R,7,2014,35,4095782,2047877,2047905,1567015,1517076,270445,299728,28801,26649,133443,152426,6150,5733,42023,46293,1603205,1556843,285540,317658,44477,43584,149943,170481,10914,10655,1614187,1642824,1182875,1161461,251359,278735,14970,14785,129235,148271,4281,4179,31467,35393,1209713,1191663,262026,291743,25450,26580,143121,163555,8038,8124,433690,405081,384140,355615,19086,20993,13831,11864,4208,4155,1869,1554,10556,10900,393492,365180,23514,25915,19027,17004,6822,6926,2876,2531
R,7,2014,36,4016711,2005880,2010831,1540962,1496196,260622,289332,28005,26521,129836,148585,5965,5498,40490,44699,1575684,1534428,274939,306467,43336,43262,145928,166044,10340,10155,1574839,1606551,1158168,1140262,242221,269122,14406,14696,125714,144366,4242,4046,30088,34059,1183668,1169148,252253,281473,24638,26361,139139,159168,7676,7793,431041,404280,382794,355934,18401,20210,13599,11825,4122,4219,1723,1452,10402,10640,392016,365280,22686,24994,18698,16901,6789,6876,2664,2362
R,7,2014,37,3976750,1979888,1996862,1521127,1485227,256076,287017,28040,26205,129749,149570,5884,5514,39012,43329,1554702,1522170,269737,303387,43083,42658,145049,166578,10179,10172,1555903,1592984,1144447,1128605,238282,267034,14617,14866,125497,145458,4131,3996,28929,33025,1169057,1156526,247678,278835,24758,26400,138250,159777,7492,7695,423985,403878,376680,356622,17794,19983,13423,11339,4252,4112,1753,1518,10083,10304,385645,365644,22059,24552,18325,16258,6799,6801,2687,2477
R,7,2014,38,3861636,1923133,1938503,1475012,1442212,246481,275922,27069,25307,131619,149234,5483,5208,37469,40620,1507223,1476760,259192,291050,41622,40971,146586,165280,9658,9512,1507236,1540680,1104644,1090054,229276,256527,13950,14032,127584,145183,3930,3807,27852,31077,1128313,1116245,237956,267436,23758,25097,140184,158772,7223,7270,415897,397823,370368,352158,17205,19395,13119,11275,4035,4051,1553,1401,9617,9543,378910,360515,21236,23614,17864,15874,6402,6508,2435,2242
R,7,2014,39,3982507,1986712,1995795,1527849,1488850,253403,283217,27130,25775,136905,153508,5650,5033,35775,39412,1558269,1522315,265427,297553,41279,41063,151211,169234,9697,9136,1566290,1594992,1151533,1132164,236705,264730,13997,14423,132908,149581,4087,3717,27060,30377,1174277,1157691,245201,275068,23675,25264,145117,163082,7353,7024,420422,400803,376316,356686,16698,18487,13133,11352,3997,3927,1563,1316,8715,9035,383992,364624,20226,22485,17604,15799,6094,6152,2344,2112
R,7,2014,40,3859395,1917201,1942194,1474971,1449055,243042,274671,26351,24834,133804,151084,5076,4943,33957,37607,1503838,1480766,254354,288309,39964,39695,147353,166028,8913,8953,1517120,1554722,1115984,1103267,227676,257059,13686,14083,130201,147389,3703,3660,25870,29264,1137745,1127674,235644,267087,23157,24819,141823,160262,6817,6902,400081,387472,358987,345788,15366,17612,12665,10751,3603,3695,1373,1283,8087,8343,366093,353092,18710,21222,16807,14876,5530,5766,2096,2051
R,7,2014,41,3919810,1941203,1978607,1492182,1475579,250173,283191,25979,25176,134167,152687,5030,4857,33672,37117,1520718,1506839,261068,296525,39704,40107,147665,167414,8788,8775,1548475,1594436,1139447,1132515,235154,265947,13799,14433,130592,148913,3694,3638,25789,28990,1161061,1156655,242828,275771,23455,25375,142258,161605,6737,6826,392728,384171,352735,343064,15019,17244,12180,10743,3575,3774,1336,1219,7883,8127,359657,350184,18240,20754,16249,14732,5407,5809,2051,1949
R,7,2014,42,4097698,2032207,2065491,1574088,1553441,259357,292455,26468,25143,133759,152517,4980,4823,33555,37112,1602389,1584682,270045,305477,40604,40613,146972,166948,8775,8780,1642961,1685043,1224157,1213257,244619,275554,14357,14682,130152,148894,3655,3587,26021,29069,1245829,1237458,252333,285101,24578,26112,141568,161429,6743,6826,389246,380448,349931,340184,14738,16901,12111,10461,3607,3623,1325,1236,7534,8043,356560,347224,17712,20376,16026,14501,5404,5519,2032,1954
R,7,2014,43,4333850,2147960,2185890,1681583,1661569,269177,305953,26884,26079,130996,149298,4961,4895,34359,38096,1710644,1693632,280022,319191,41685,42294,144307,163769,8951,9140,1761421,1807155,1334013,1323414,254569,288970,15001,15322,127361,145675,3626,3665,26851,30109,1356494,1348493,262374,298782,25885,27565,138879,158170,6880,7174,386539,378735,347570,338155,14608,16983,11883,10757,3635,3623,1335,1230,7508,7987,354150,345139,17648,20409,15800,14729,5428,5599,2071,1966
R,7,2014,44,4390283,2184448,2205835,1714621,1684554,272249,303336,27000,25882,131660,150040,5123,5021,33795,37002,1743146,1715488,282852,316058,41745,41986,144485,164104,9160,9240,1795416,1832959,1364971,1351092,257440,286976,14837,15550,128064,146341,3805,3818,26299,29182,1386897,1375240,265066,296407,25669,27657,139100,158416,7143,7306,389032,372876,349650,333462,14809,16360,12163,10332,3596,3699,1318,1203,7496,7820,356249,340248,17786,19651,16076,14329,5385,5688,2017,1934
R,7,2014,45,4162629,2067426,2095203,1630149,1609044,251922,281989,25591,24515,123901,140895,4657,4646,31206,34114,1656551,1637612,261311,293323,39691,39891,135681,153639,8264,8442,1705308,1746582,1304111,1297283,238310,266665,14518,14762,120659,137478,3485,3492,24225,26902,1324397,1319587,244903,274916,24918,26412,130834,148519,6453,6631,362118,348621,326038,311761,13612,15324,11073,9753,3242,3417,1172,1154,6981,7212,332154,318025,16408,18407,14773,13479,4847,5120,1811,1811
R,7,2014,46,4077151,2023033,2054118,1593256,1575167,253109,283587,24871,23976,117931,134481,4517,4460,29349,32447,1617870,1602099,261866,294315,38447,38818,128953,146486,7940,8347,1670247,1714110,1275821,1270544,239454,268618,14041,14730,114831,131308,3345,3357,22755,25553,1294632,1291480,245580,276404,24149,26073,124325,141662,6189,6604,352786,340008,317435,304623,13655,14969,10830,9246,3100,3173,1172,1103,6594,6894,323238,310619,16286,17911,14298,12745,4628,4824,1751,1743
R,7,2014,47,4082883,2019517,2063366,1601956,1595653,250998,283630,24223,23945,109340,124208,4532,4413,28468,31517,1625832,1621828,259408,294300,37691,38672,119793,135376,7941,8083,1681840,1735198,1297639,1301821,238146,268991,14139,15026,106300,121185,3384,3324,22232,24851,1316036,1322193,244037,276767,24261,26310,115326,130817,6260,6409,337677,328168,304317,293832,12852,14639,10084,8919,3040,3023,1148,1089,6236,6666,309796,299635,15371,17533,13430,12362,4467,4559,1681,1674
R,7,2014,48,4159738,2058392,2101346,1629191,1622652,261082,293405,24736,24277,110634,125365,4430,4359,28319,31288,1652663,1648552,269488,303660,38462,39344,120783,136448,7893,8052,1723621,1777732,1327861,1332977,247867,278943,14622,15471,107758,122291,3359,3360,22154,24690,1345942,1353164,253737,286360,25119,27149,116484,131796,6264,6440,334771,323614,301330,289675,13215,14462,10114,8806,2876,3074,1071,999,6165,6598,306721,295388,15751,17300,13343,12195,4299,4652,1629,1612
R,7,2014,49,4410246,2180214,2230032,1733714,1733190,274374,307387,25721,25516,112489,127035,4679,4619,29237,32285,1758074,1759840,282762,317885,40102,41361,122980,138183,8247,8453,1843467,1903463,1430440,1440609,261267,292813,15653,16747,109548,124015,3607,3600,22952,25679,1449285,1461539,267144,300485,26600,29201,118659,133604,6588,6815,336747,326569,303274,292581,13107,14574,10068,8769,2941,3020,1072,1019,6285,6606,308789,298301,15618,17400,13502,12160,4321,4579,1659,1638
R,7,2014,50,4492407,2211767,2280640,1768945,1783060,271373,306260,25453,25548,112367,129168,4427,4503,29202,32101,1793212,1809529,279619,316168,40214,41764,122674,140303,8022,8339,1891709,1964295,1480955,1499797,258657,291996,15875,16827,109630,126341,3430,3518,23162,25816,1499955,1520778,264483,299272,27381,29831,118565,135991,6448,6753,320058,316345,287990,283263,12716,14264,9578,8721,2737,2827,997,985,6040,6285,293257,288751,15136,16896,12833,11933,4109,4312,1574,1586
